id,level,name,type,parent_id
nom_2583,3,WASP - Washing powder,Mandatory,ALIF - Team Life
nom_2584,3,WASP - Washing powder,Mandatory,PHYG - Hygiene
nom_2585,3,"WATB - Water, Book",Mandatory,L018 - Water & Sanitation
nom_2586,3,"WATD - Water, Digital Media",Mandatory,L018 - Water & Sanitation
nom_2587,3,WATE - Water for injection,Mandatory,DINF - Infusions
nom_2588,3,"WATE - Water, Distilled",Mandatory,DINJ - Injectable Drugs
nom_2589,3,"WATE - Water, Distilled",Mandatory,SLAS - Laboratory Reagents
nom_2590,3,"WATG - Water, Guide",Mandatory,L018 - Water & Sanitation
nom_2591,3,WATP - Water paint,Mandatory,PPAI - Paint
nom_2592,3,WCLO - Washcloth,Mandatory,PHYG - Hygiene
nom_2593,3,WELD - Welder,Mandatory,PTOO - Tools
nom_2594,3,WHEA - Wheat,Mandatory,NFOO - Food Commodities
nom_2595,3,WHEB - Wheel barrow,Mandatory,PTOO - Tools
nom_2596,3,WHEV - Wheel valve,Mandatory,TVEA - Vehicles Accessories
nom_2597,3,WHIS - Whisk,Mandatory,PCOO - Cooking
nom_2598,3,WHIW - Whitewashing paint,Mandatory,PPAI - Paint
nom_2599,3,"WINB - WINDOWS, Book",Mandatory,L044 - Data Processing
nom_2600,3,WINC - Hand winch,Mandatory,TVEA - Vehicles Accessories
nom_2601,3,WINC - Winch,Mandatory,PSAF - Safety And Protective Equipment
nom_2602,3,WINE - Wine,Mandatory,AFOO - Food For Msf Staff
nom_2603,3,WINS - Wind screen for TOYOTA,Mandatory,TXTO - Spare Parts Toyota
nom_2604,3,WIRB - Baling wire,Mandatory,PHDW - Hardware
nom_2605,3,WIRE - Wire,Mandatory,ESUR - Surgical Instruments
nom_2606,3,WIRE - Wire,Mandatory,PHDW - Hardware
nom_2607,3,WIRE - Wire netting,Mandatory,CBUI - Building
nom_2608,3,WIRK - Wire Of Kirschner,Mandatory,ESUR - Surgical Instruments
nom_2609,3,WOOB - Wood board,Mandatory,CBUI - Building
nom_2610,3,WOOL - Steel wool,Mandatory,PHDW - Hardware
nom_2611,3,WOOP - Wood plank,Mandatory,CBUI - Building
nom_2612,3,WOOS - Wood stud,Mandatory,CBUI - Building
nom_2613,3,WOOT - Wood timber,Mandatory,CBUI - Building
nom_2614,3,WORG - Word Guide,Mandatory,L044 - Data Processing
nom_2615,3,WREN - Wrench,Mandatory,PTOO - Tools
nom_2616,3,"XRAB - X-Ray, Book",Mandatory,L012 - Radiology - Medical Imaging
nom_2617,3,XRAC - Xray cd rom,Mandatory,L012 - Radiology - Medical Imaging
nom_2618,3,"XRAG - X-Ray, Guide",Mandatory,L012 - Radiology - Medical Imaging
nom_2619,3,XRAY - X-ray unit,Mandatory,EDIM - Diagnostic Imaging equipment
nom_2620,3,XRAY - x-ray unit checklists,Mandatory,IDIM - Diagnostic imaging checklists
nom_2621,3,XRFL - Fluoroscopic x-ray system,Mandatory,EDIM - Diagnostic Imaging equipment
nom_2622,3,XTOY - TOYOTA spare parts (catalogue),Mandatory,TXTO - Spare Parts Toyota
nom_2623,3,XYLE - Xylene,Mandatory,SLAS - Laboratory Reagents
nom_2624,3,YALS - Aluminium sulfate,Mandatory,CWAT - Water And Sanitation
nom_2625,3,YCAH - Calcium hypochlorite (HTH),Mandatory,CWAT - Water And Sanitation
nom_2626,3,YCHN - Chlorine (NADCC),Mandatory,CWAT - Water And Sanitation
nom_2627,3,"YEFB - Yellow Fever, Book",Mandatory,L003 - Viral Infectious Diseases
nom_2628,3,"YEFG - Yellow Fever, Guide",Mandatory,L003 - Viral Infectious Diseases
nom_2629,3,YIDO - Zidovudine (AZT),Mandatory,DINJ - Injectable Drugs
nom_2630,3,YIDO - Zidovudine (AZT),Mandatory,DORA - Oral Drugs
nom_2631,3,YILA - Zidovudine + Lamivudine,Mandatory,DORA - Oral Drugs
nom_2632,3,YINO - Zinc Oxide,Mandatory,DEXT - Drugs External Use
nom_2633,3,YINS - Zinc Sulfate,Mandatory,DORA - Oral Drugs
nom_2634,3,YLIM - Lime,Mandatory,CWAT - Water And Sanitation
nom_2635,3,YODI - Zodiac,Mandatory,TBOA - Boats
nom_2636,3,YYCO - Couplings and others,Mandatory,CWAT - Water And Sanitation
